manufacturer,type,size,year,condition,fuel,odometer,transmission,drive,cylinders,paint_color,price
lincoln,sedan,compact,2014,excellent,gas,61363,automatic,fwd,4 cylinders,custom,14695
kia,SUV,full-size,2017,good,gas,9551,automatic,fwd,4 cylinders,silver,14700
chevrolet,sedan,mid-size,2013,like new,gas,44000,manual,rwd,6 cylinders,white,14700
ford,sedan,mid-size,2018,excellent,gas,71293,automatic,fwd,4 cylinders,blue,14700
mazda,sedan,mid-size,2017,like new,gas,58400,automatic,fwd,4 cylinders,black,14750
lincoln,sedan,compact,2014,excellent,gas,61363,automatic,fwd,4 cylinders,custom,14750
ford,truck,full-size,2012,excellent,gas,200442,automatic,rwd,8 cylinders,white,14750
toyota,pickup,full-size,2005,excellent,gas,203143,automatic,rwd,6 cylinders,white,14750
gmc,truck,full-size,2009,good,gas,152498,automatic,4wd,8 cylinders,black,14763
dodge,van,mid-size,2019,excellent,gas,98402,automatic,fwd,6 cylinders,silver,14799
hyundai,sedan,mid-size,2017,excellent,gas,70134,automatic,fwd,4 cylinders,blue,14800
chevrolet,sedan,mid-size,2017,excellent,gas,70404,manual,fwd,4 cylinders,silver,14800
mercedes-benz,sedan,compact,2012,excellent,gas,79952,automatic,4wd,6 cylinders,red,14800
toyota,SUV,full-size,2012,good,gas,170500,automatic,4wd,8 cylinders,white,14800
subaru,sedan,compact,2015,excellent,gas,63100,automatic,4wd,4 cylinders,blue,14875
bmw,convertible,full-size,2009,excellent,gas,57600,automatic,rwd,6 cylinders,blue,14900
audi,sedan,compact,2015,excellent,gas,71870,automatic,fwd,4 cylinders,white,14900
jeep,convertible,full-size,2007,good,gas,173722,automatic,4wd,6 cylinders,silver,14900
audi,sedan,compact,2011,excellent,gas,83638,manual,4wd,4 cylinders,red,14911
ford,van,mid-size,2013,good,gas,120284,automatic,rwd,8 cylinders,silver,14981
chevrolet,truck,full-size,2011,good,diesel,224000,automatic,4wd,8 cylinders,white,14988
gmc,truck,full-size,2008,good,diesel,264303,automatic,4wd,8 cylinders,silver,14988
honda,sedan,full-size,2017,excellent,gas,76805,automatic,fwd,4 cylinders,white,14990
ford,truck,full-size,2008,good,gas,109026,automatic,rwd,8 cylinders,white,14990
ford,truck,full-size,2008,good,gas,109026,automatic,rwd,8 cylinders,white,14990
ford,truck,full-size,2008,good,gas,172439,automatic,rwd,8 cylinders,white,14990
mazda,sedan,compact,2015,excellent,gas,22000,automatic,fwd,4 cylinders,black,14995
nissan,SUV,mid-size,2016,excellent,gas,69425,automatic,4wd,4 cylinders,black,14995
nissan,SUV,mid-size,2016,excellent,gas,69425,automatic,4wd,4 cylinders,black,14995
chevrolet,truck,full-size,2010,excellent,hybrid,72400,automatic,rwd,8 cylinders,white,14995
jeep,SUV,compact,2016,excellent,gas,75493,automatic,4wd,4 cylinders,red,14995
dodge,sedan,full-size,2015,like new,gas,76000,automatic,rwd,6 cylinders,blue,14995
bmw,sedan,mid-size,2013,excellent,gas,102000,automatic,rwd,4 cylinders,white,14995
ford,truck,full-size,2010,excellent,gas,102000,automatic,4wd,8 cylinders,black,14995
ford,truck,full-size,2010,excellent,gas,102000,automatic,4wd,8 cylinders,black,14995
toyota,van,full-size,2014,excellent,gas,113410,automatic,fwd,6 cylinders,grey,14995
chevrolet,sedan,full-size,2014,excellent,gas,115000,automatic,fwd,6 cylinders,black,14995
honda,sedan,mid-size,2016,good,gas,123266,automatic,fwd,4 cylinders,black,14995
ford,truck,full-size,2014,excellent,gas,130636,automatic,4wd,8 cylinders,white,14995
chevrolet,pickup,full-size,2012,excellent,gas,138000,automatic,rwd,8 cylinders,white,14995
ford,truck,full-size,2010,like new,gas,178253,automatic,4wd,8 cylinders,black,14995
ford,truck,full-size,2011,excellent,gas,198274,automatic,4wd,8 cylinders,white,14995
chevrolet,SUV,full-size,2011,good,gas,203754,automatic,4wd,8 cylinders,custom,14995
kia,sedan,mid-size,2017,excellent,gas,42997,automatic,fwd,4 cylinders,red,14997
mercedes-benz,coupe,full-size,2007,good,gas,79900,automatic,rwd,8 cylinders,black,14999
infiniti,SUV,mid-size,2013,excellent,gas,116853,automatic,fwd,6 cylinders,grey,14999
ford,truck,full-size,2008,excellent,gas,169445,automatic,4wd,8 cylinders,blue,14999
mazda,convertible,compact,2015,excellent,gas,10400,manual,rwd,4 cylinders,red,15000
toyota,mini-van,full-size,2011,good,gas,70000,manual,fwd,6 cylinders,grey,15000
kia,SUV,compact,2016,excellent,gas,81574,automatic,4wd,4 cylinders,silver,15000
nissan,SUV,compact,2015,like new,gas,93000,automatic,4wd,4 cylinders,silver,15000
ford,truck,full-size,2004,excellent,diesel,245000,automatic,rwd,8 cylinders,white,15000
ram,truck,full-size,2003,good,diesel,258000,manual,4wd,6 cylinders,white,15000
ram,truck,full-size,2012,good,diesel,337000,automatic,4wd,3 cylinders,black,15000
ford,SUV,full-size,2015,like new,gas,152000,automatic,fwd,6 cylinders,silver,15200
toyota,sedan,full-size,2017,like new,gas,44000,automatic,fwd,4 cylinders,black,15250
toyota,truck,mid-size,2012,excellent,gas,135736,automatic,rwd,4 cylinders,grey,15385
acura,sedan,mid-size,2015,excellent,gas,132490,automatic,fwd,4 cylinders,black,15399
bmw,sedan,compact,2015,excellent,gas,45447,automatic,4wd,4 cylinders,blue,15500
rover,SUV,full-size,2011,excellent,gas,94694,automatic,4wd,8 cylinders,black,15500
chrysler,sedan,full-size,2014,good,gas,106000,automatic,fwd,6 cylinders,black,15500
buick,SUV,full-size,2017,excellent,gas,30837,automatic,fwd,4 cylinders,silver,15700
bmw,sedan,full-size,2014,like new,diesel,57500,automatic,4wd,4 cylinders,red,15800
chevrolet,SUV,full-size,2011,good,gas,148050,automatic,4wd,8 cylinders,black,15800
toyota,SUV,mid-size,2013,excellent,gas,100984,automatic,fwd,4 cylinders,grey,15885
chevrolet,truck,full-size,2009,excellent,diesel,232037,automatic,4wd,8 cylinders,white,15890
ram,truck,full-size,2015,good,gas,80246,automatic,rwd,6 cylinders,grey,15900
ford,van,full-size,2016,excellent,gas,99736,automatic,fwd,4 cylinders,white,15900
jeep,SUV,mid-size,2012,excellent,gas,116000,manual,4wd,6 cylinders,white,15900
mercedes-benz,coupe,compact,2011,excellent,gas,86901,automatic,rwd,6 cylinders,black,15950
audi,SUV,full-size,2014,good,gas,99991,automatic,rwd,4 cylinders,white,15951
ford,truck,full-size,2012,good,gas,67820,automatic,rwd,8 cylinders,white,15990
ford,truck,full-size,2012,good,gas,67820,automatic,rwd,8 cylinders,white,15990
jeep,SUV,compact,2016,excellent,gas,72215,automatic,4wd,4 cylinders,silver,15990
ford,van,full-size,2012,like new,gas,90728,automatic,rwd,8 cylinders,white,15990
jeep,SUV,full-size,2007,excellent,gas,94684,automatic,4wd,6 cylinders,green,15990
ford,truck,full-size,2008,good,gas,143633,automatic,rwd,8 cylinders,white,15990
ford,truck,full-size,2008,good,gas,143633,automatic,rwd,8 cylinders,white,15990
ford,truck,full-size,2015,good,gas,164239,automatic,rwd,8 cylinders,white,15990
chevrolet,pickup,full-size,2011,like new,gas,164890,automatic,4wd,8 cylinders,grey,15990
ram,truck,full-size,2008,good,diesel,209854,automatic,rwd,6 cylinders,white,15990
ram,truck,full-size,2008,good,diesel,209854,automatic,rwd,6 cylinders,white,15990
ram,truck,full-size,2006,good,diesel,234962,automatic,4wd,6 cylinders,black,15990
chevrolet,van,full-size,2011,good,gas,38539,automatic,rwd,8 cylinders,white,15995
nissan,SUV,full-size,2017,like new,gas,62000,automatic,fwd,6 cylinders,white,15995
chevrolet,van,full-size,2016,excellent,gas,85132,automatic,rwd,8 cylinders,white,15995
acura,SUV,full-size,2010,good,gas,91085,automatic,4wd,6 cylinders,silver,15995
rover,SUV,full-size,2011,good,gas,97220,automatic,4wd,8 cylinders,black,15995
ford,van,full-size,2016,good,gas,157667,automatic,rwd,6 cylinders,white,15995
ford,pickup,full-size,2011,excellent,gas,160470,automatic,4wd,8 cylinders,black,15995
toyota,SUV,full-size,2013,good,gas,170038,automatic,rwd,6 cylinders,red,15995
cadillac,sedan,full-size,2013,excellent,gas,76337,automatic,fwd,6 cylinders,black,15999
toyota,SUV,full-size,2012,good,gas,101396,automatic,4wd,6 cylinders,grey,15999
chevrolet,SUV,full-size,2013,excellent,gas,104000,automatic,rwd,8 cylinders,red,15999
ford,hatchback,compact,2016,like new,gas,21700,manual,fwd,4 cylinders,white,16000
nissan,sedan,mid-size,2017,excellent,gas,74318,automatic,fwd,4 cylinders,grey,16000
ford,SUV,full-size,2015,good,gas,98347,automatic,4wd,6 cylinders,custom,16000
jeep,offroad,mid-size,2004,excellent,gas,117000,automatic,4wd,6 cylinders,grey,16000
chevrolet,SUV,full-size,2010,excellent,gas,132000,automatic,4wd,8 cylinders,white,16000
ford,sedan,mid-size,2018,excellent,hybrid,31540,automatic,fwd,4 cylinders,red,16300
nissan,sedan,mid-size,2019,excellent,gas,3872,automatic,fwd,4 cylinders,red,16325
toyota,SUV,mid-size,2015,like new,gas,77982,automatic,4wd,4 cylinders,white,16352
nissan,sedan,full-size,2016,like new,gas,55000,automatic,fwd,6 cylinders,white,16400
ford,truck,full-size,2006,good,diesel,51806,automatic,rwd,6 cylinders,white,16490
ford,truck,full-size,2006,good,diesel,51806,automatic,rwd,6 cylinders,white,16490
chevrolet,SUV,full-size,2009,excellent,gas,133814,automatic,4wd,8 cylinders,blue,16495
mercedes-benz,van,full-size,2012,good,gas,237439,automatic,rwd,6 cylinders,white,16495
subaru,wagon,mid-size,2017,good,gas,92659,automatic,4wd,4 cylinders,silver,16498
subaru,wagon,full-size,2018,good,gas,99195,automatic,4wd,4 cylinders,black,16498
subaru,SUV,full-size,2014,good,gas,62782,automatic,4wd,4 cylinders,green,16499
toyota,hatchback,mid-size,2017,excellent,hybrid,70000,automatic,fwd,4 cylinders,black,16499
nissan,SUV,mid-size,2016,like new,gas,92951,automatic,4wd,4 cylinders,red,16499
subaru,sedan,mid-size,2016,excellent,gas,39580,automatic,4wd,4 cylinders,black,16500
nissan,coupe,compact,2009,like new,gas,41000,manual,rwd,6 cylinders,grey,16500
honda,sedan,mid-size,2014,like new,gas,56983,manual,fwd,4 cylinders,black,16500
chevrolet,SUV,mid-size,2015,like new,gas,63000,automatic,fwd,6 cylinders,white,16500
chevrolet,coupe,compact,2004,good,gas,65000,manual,rwd,8 cylinders,blue,16500
ford,pickup,full-size,2013,good,gas,93600,automatic,rwd,8 cylinders,black,16500
ram,truck,full-size,2006,good,diesel,217500,automatic,4wd,6 cylinders,blue,16500
volkswagen,SUV,full-size,2017,excellent,gas,74755,automatic,4wd,4 cylinders,blue,16686
volkswagen,sedan,mid-size,2017,excellent,gas,33000,automatic,fwd,4 cylinders,grey,16750
ford,van,full-size,2017,good,gas,85023,automatic,fwd,4 cylinders,white,16750
ford,SUV,mid-size,2015,like new,gas,66384,automatic,4wd,6 cylinders,blue,16791
toyota,van,full-size,2011,excellent,gas,61281,automatic,fwd,6 cylinders,silver,16800
honda,mini-van,full-size,2012,excellent,gas,81728,automatic,4wd,6 cylinders,red,16800
toyota,SUV,mid-size,2010,excellent,gas,172185,automatic,fwd,6 cylinders,red,16800
lexus,SUV,mid-size,2013,excellent,gas,93000,automatic,4wd,6 cylinders,brown,16895
honda,SUV,mid-size,2016,like new,gas,18230,automatic,4wd,4 cylinders,silver,16900
ford,SUV,mid-size,2014,excellent,gas,28204,automatic,4wd,4 cylinders,red,16900
ford,SUV,compact,2017,excellent,gas,42000,automatic,4wd,4 cylinders,white,16900
chevrolet,truck,full-size,2016,good,gas,61231,automatic,rwd,4 cylinders,white,16900
honda,coupe,mid-size,2015,excellent,gas,66017,automatic,fwd,4 cylinders,blue,16900
mazda,SUV,mid-size,2018,good,gas,97996,automatic,4wd,4 cylinders,white,16900
bmw,sedan,full-size,2013,excellent,gas,99573,automatic,4wd,6 cylinders,grey,16900
chevrolet,truck,full-size,2011,excellent,gas,135000,automatic,4wd,8 cylinders,grey,16900
chevrolet,van,full-size,2019,like new,gas,154470,automatic,rwd,6 cylinders,white,16900
chevrolet,pickup,full-size,2009,excellent,gas,70000,automatic,4wd,8 cylinders,white,16950
ram,truck,full-size,2011,good,gas,102130,automatic,4wd,8 cylinders,red,16950
chevrolet,truck,full-size,2009,good,gas,127000,automatic,4wd,8 cylinders,grey,16950
jeep,SUV,mid-size,2015,excellent,gas,133000,automatic,4wd,6 cylinders,grey,16950
ford,truck,full-size,2015,good,gas,165748,automatic,4wd,8 cylinders,white,16968
jeep,SUV,mid-size,2008,excellent,gas,65000,manual,4wd,6 cylinders,blue,16975
ford,SUV,mid-size,2015,excellent,gas,110872,automatic,4wd,6 cylinders,silver,16980
ford,van,full-size,2014,excellent,gas,104000,automatic,rwd,8 cylinders,white,16990
ford,truck,full-size,2012,excellent,gas,104159,automatic,4wd,6 cylinders,silver,16990
chevrolet,sedan,mid-size,2019,like new,gas,25000,automatic,fwd,4 cylinders,white,16995
nissan,SUV,mid-size,2017,excellent,gas,28354,automatic,4wd,4 cylinders,white,16995
nissan,SUV,mid-size,2018,excellent,gas,28788,automatic,4wd,4 cylinders,black,16995
dodge,mini-van,mid-size,2018,excellent,gas,41284,automatic,fwd,6 cylinders,red,16995
ford,wagon,mid-size,2014,excellent,gas,56349,automatic,fwd,6 cylinders,red,16995
nissan,SUV,full-size,2017,like new,gas,62000,automatic,fwd,6 cylinders,white,16995
chevrolet,truck,full-size,2011,good,gas,105002,automatic,rwd,8 cylinders,black,16995
nissan,truck,full-size,2010,excellent,gas,123670,automatic,4wd,8 cylinders,black,16995
ford,SUV,full-size,2002,good,diesel,163333,automatic,4wd,8 cylinders,black,16995
ford,SUV,full-size,2002,good,diesel,163333,automatic,4wd,8 cylinders,black,16995
ford,truck,full-size,2007,like new,diesel,180213,automatic,4wd,8 cylinders,red,16995
ford,truck,full-size,2007,like new,diesel,180213,automatic,4wd,8 cylinders,red,16995
toyota,truck,mid-size,2006,good,gas,190355,automatic,4wd,6 cylinders,white,16995
gmc,SUV,full-size,2015,excellent,gas,37456,automatic,fwd,4 cylinders,blue,16996
mercedes-benz,convertible,sub-compact,2012,excellent,gas,90110,automatic,rwd,6 cylinders,black,16999
chevrolet,coupe,compact,2003,excellent,gas,78000,manual,rwd,8 cylinders,red,17000
gmc,SUV,full-size,2014,excellent,gas,86000,automatic,4wd,6 cylinders,grey,17000
chevrolet,SUV,mid-size,2018,like new,gas,44340,automatic,4wd,4 cylinders,red,17300
buick,SUV,full-size,2014,excellent,gas,77764,automatic,4wd,6 cylinders,white,17300
ram,truck,full-size,2011,excellent,gas,102108,automatic,4wd,8 cylinders,brown,17395
ram,truck,full-size,2011,excellent,gas,102108,automatic,4wd,8 cylinders,brown,17395
nissan,mini-van,full-size,2015,excellent,gas,45200,automatic,fwd,6 cylinders,white,17400
bmw,sedan,compact,2014,excellent,gas,59623,automatic,4wd,4 cylinders,black,17400
bmw,sedan,compact,2014,excellent,gas,59623,automatic,4wd,4 cylinders,black,17400
ford,SUV,full-size,2017,like new,gas,8059,automatic,fwd,4 cylinders,white,17451
chevrolet,SUV,mid-size,2018,like new,gas,20000,automatic,fwd,4 cylinders,white,17495
honda,pickup,mid-size,2013,good,gas,120142,automatic,4wd,6 cylinders,white,17499
toyota,sedan,full-size,2017,excellent,hybrid,28500,automatic,fwd,4 cylinders,blue,17500
honda,sedan,mid-size,2016,excellent,gas,78662,automatic,fwd,6 cylinders,black,17500
chrysler,van,mid-size,2016,like new,gas,91114,automatic,fwd,6 cylinders,black,17500
toyota,truck,full-size,2011,excellent,gas,108000,automatic,fwd,6 cylinders,grey,17500
jeep,offroad,mid-size,2004,excellent,gas,118136,manual,4wd,6 cylinders,custom,17500
toyota,SUV,full-size,2008,excellent,gas,144500,automatic,4wd,8 cylinders,black,17500
jeep,SUV,full-size,2010,excellent,gas,170000,manual,4wd,6 cylinders,red,17500
volkswagen,wagon,compact,2017,excellent,gas,63667,manual,4wd,4 cylinders,white,17717
nissan,SUV,mid-size,2015,excellent,gas,36720,automatic,4wd,6 cylinders,black,17750
cadillac,wagon,mid-size,2010,excellent,gas,96856,automatic,4wd,6 cylinders,black,17750
jeep,SUV,mid-size,2013,excellent,gas,41175,automatic,rwd,6 cylinders,red,17795
jeep,SUV,mid-size,2013,excellent,gas,41175,automatic,rwd,6 cylinders,red,17795
ram,truck,full-size,2012,excellent,gas,108542,automatic,4wd,8 cylinders,red,17800
audi,SUV,mid-size,2015,excellent,gas,74103,automatic,4wd,4 cylinders,black,17866
toyota,sedan,mid-size,2018,like new,gas,15300,automatic,fwd,4 cylinders,red,17900
toyota,SUV,mid-size,2016,like new,gas,32403,automatic,fwd,4 cylinders,red,17900
nissan,pickup,mid-size,2016,excellent,gas,40175,automatic,rwd,6 cylinders,grey,17900
toyota,sedan,mid-size,2017,excellent,gas,42200,automatic,fwd,4 cylinders,blue,17900
honda,SUV,mid-size,2015,excellent,gas,60828,automatic,fwd,4 cylinders,red,17900
buick,SUV,full-size,2016,excellent,gas,102998,automatic,4wd,6 cylinders,black,17900
chevrolet,truck,full-size,2011,like new,gas,105000,automatic,4wd,8 cylinders,white,17900
infiniti,SUV,full-size,2011,excellent,gas,110000,automatic,4wd,8 cylinders,silver,17900
chevrolet,pickup,full-size,2013,excellent,gas,114971,automatic,4wd,8 cylinders,red,17900
ram,pickup,full-size,2015,excellent,gas,115760,automatic,4wd,8 cylinders,white,17900
rover,SUV,full-size,2012,excellent,gas,138969,automatic,4wd,8 cylinders,black,17900
ford,truck,full-size,2012,excellent,gas,148451,automatic,4wd,8 cylinders,white,17900
mini,coupe,sub-compact,2015,like new,gas,14950,automatic,fwd,4 cylinders,white,17950
ford,SUV,mid-size,2019,excellent,gas,22881,automatic,fwd,4 cylinders,black,17950
gmc,SUV,full-size,2015,excellent,gas,89000,automatic,4wd,6 cylinders,blue,17980
kia,van,full-size,2017,excellent,gas,88634,automatic,fwd,6 cylinders,grey,17985
volkswagen,sedan,full-size,2017,excellent,gas,24570,automatic,fwd,4 cylinders,blue,17990
ford,truck,full-size,2008,good,diesel,37177,automatic,rwd,6 cylinders,white,17990
ford,truck,full-size,2008,good,diesel,37177,automatic,rwd,6 cylinders,white,17990
ford,SUV,full-size,2015,excellent,gas,97219,automatic,4wd,6 cylinders,black,17990
chevrolet,truck,full-size,2013,good,gas,99748,automatic,rwd,8 cylinders,white,17990
chevrolet,truck,full-size,2013,good,gas,99748,automatic,rwd,8 cylinders,white,17990
chevrolet,truck,full-size,2013,good,gas,99748,automatic,rwd,8 cylinders,white,17990
chevrolet,truck,full-size,2013,good,gas,99748,automatic,rwd,8 cylinders,white,17990
ford,truck,full-size,2014,good,gas,118360,automatic,rwd,10 cylinders,white,17990
jeep,SUV,full-size,2007,good,gas,156940,automatic,4wd,6 cylinders,blue,17990
jeep,SUV,mid-size,2017,excellent,gas,45476,automatic,4wd,4 cylinders,white,17992
jeep,SUV,compact,2017,excellent,gas,24200,automatic,4wd,4 cylinders,red,17995
dodge,mini-van,full-size,2018,excellent,gas,51200,automatic,fwd,6 cylinders,grey,17995
volkswagen,sedan,compact,2017,excellent,gas,54700,manual,fwd,4 cylinders,black,17995
jeep,SUV,full-size,2006,good,gas,58311,manual,4wd,6 cylinders,black,17995
honda,sedan,mid-size,2018,excellent,gas,61090,automatic,fwd,4 cylinders,black,17995
subaru,hatchback,compact,2011,like new,gas,96299,manual,4wd,4 cylinders,white,17995
gmc,pickup,full-size,2009,like new,gas,102510,automatic,4wd,8 cylinders,brown,17995
ford,coupe,sub-compact,2013,good,gas,102621,manual,rwd,8 cylinders,black,17995
chevrolet,truck,full-size,2013,good,gas,104822,automatic,4wd,8 cylinders,silver,17995
cadillac,truck,full-size,2007,excellent,gas,116870,automatic,4wd,8 cylinders,white,17995
